"Página","Curso","Categoria","Gratuito","URL do curso"
"23","Como causar uma boa impressão em uma entrevista de emprego","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/como-causar-uma-boa-impressao-em-uma-entrevista-de-emprego/"
"23","Aprenda a desenvolver aplicações nativas em nuvem","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/aplicacoes-nativas-em-nuvem/"
"23","Crie uma presença online para uma empresa","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/crie-uma-presenca-online-para-uma-empresa/"
"23","Agile Explorer – desenvolvido com Agile na IBM (Credencial Digital)","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/agile-explorer-desenvolvido-com-agile-na-ibm/"
"23","Planejamento de desenvolvimento de carreira","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/desenvolvimento-de-carreira/"
"23","Ciências de Dados – Gestão de Projetos","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/ciencias-de-dados-gestao-de-projetos/"
"23","Encontre o seu próximo emprego","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/encontre-o-seu-proximo-emprego/"
"23","Explorando a atenção plena","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/explorando-a-atencao-plena/"
"23","Gerencie identidades e acesso no Microsoft Entra ID","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/azure-active-directory/"
"24","iOS nativo","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/ios-nativo/"
"24","Diversidade, Inclusão e Pertencimento para Líderes e Gerentes","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/diversidade-e-inclusao-para-lideres/"
"24","Transformação Digital","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/empreendendo-na-transformacao-digital/"
"24","Explorando tecnologias emergentes","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/explorando-tecnologias-emergentes/"
"24","Fundamentos de Automação de Marketing","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/fundamentos-de-automacao-de-marketing/"
"24","Como o blockchain é usado?","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/como-o-blockchain-e-usado/"
"24","Negociação","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/negociacao/"
"24","Introducing SAP Business Data Cloud","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/introducing-sap-business-data-cloud/"
"24","Exploring SAP Analytics Cloud","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/exploring-sap-analytics-cloud/"
"25","Transformando inspiração em ação: Impacte na sustentabilidade","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/transformando-inspiracao-em-acao-impacte-na-sustentabilidade/"
"25","Fundamentos da candidatura a emprego","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/fundamentos-da-candidatura-a-emprego/"
"25","Preparando-se para o seu primeiro emprego","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/seu-primeiro-emprego/"
"25","Conceitos sobre Engenharia Social","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/conceitos-sobre-engenharia-social/"
"25","Discovering End-to-End Business Processes for the Intelligent Enterprise","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/discovering-end-to-end-business-processes-for-the-intelligent-enterprise/"
"25","Proteger seus dados de nuvem","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/aplicativos-de-nuvem-no-azure/"
"25","Business English: Escuta e Comunicação – Parte 3","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/business-english-escuta-e-comunicacao-parte-3/"
"25","Fortaleça a confiança através da autopromoção","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/fortaleca-a-confianca-atraves-da-autopromocao/"
"25","O que é a Internet das Coisas?","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/o-que-e-a-internet-das-coisas/"
"26","Trabalhe com os dados NoSQL no Azure Cosmos DB","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/dados-nosql-no-azure-cosmos-db/"
"26","Explorar e configurar o workspace do Azure Machine Learning","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/azure-machine-learning/"
"26","Empreendedorismo para cuidar do dinheiro","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/empreendedorismo-para-cuidar-do-dinheiro/"
"26","Como expandir uma empresa para outros países","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/como-expandir-uma-empresa-para-outros-paises/"
"26","Certifique-se de que os clientes encontram a sua empresa online","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/certifique-se-de-que-os-clientes-encontram-a-sua-empresa-online/"
"26","Interaja com clientes em dispositivos móveis","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/interaja-com-clientes-em-dispositivos-moveis/"
"26","Tecnologias para robôs cognitivos","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/tecnologias-para-robos-cognitivos-ibm/"
"26","Entenda o mundo dos dados em constante evolução","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/entenda-o-mundo-dos-dados/"
"26","Conecte-se!","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/conecte-se/"
"27","Gerencie operações de segurança no Azure","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/gerencie-seguranca-no-azure/"
"27","Explorador de ágil","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/explorador-de-agil/"
"27","Ciência de Dados – Aprofundando em Estatística","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/ciencia-de-dados-aprofundando-em-estatistica/"
"27","A Quarta revolução industrial e o empreendedorismo","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/quarta-revolucao-industrial-e-o-empreendedorismo/"
"27","Discovering SAP Business AI","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/discovering-sap-business-ai/"
"27","Adicionar lógica a aplicativos de console C# (Introdução ao C#, Parte 3)","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/logica-aos-seus-aplicativos-com-c/"
"27","Entendendo o comportamento do consumidor","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/entendendo-o-comportamento-do-consumidor/"
"27","Noções básicas de aplicativos conectados","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/aplicativos-conectados/"
"27","Conceitos básicos de IA do Microsoft Azure: Processamento de Linguagem Natural","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/processamento-de-idioma-natural/"
"28","Business English: Escuta e Comunicação – Parte 2","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/business-english-escuta-e-comunicacao-parte-2/"
"28","Gerenciar recursos no Azure","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/gerencie-recursos-no-azure/"
"28","Como superar os desafios e se reinventar em tempos difíceis","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/como-superar-os-desafios/"
"28","Plataforma de E-commerce Oracle para Empreendedores","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/e-commerce-oracle-para-empreendedores/"
"28","Introdução a Segurança da Informação + Privacidade e LGPD","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/introducao-a-seguranca-da-informacao-privacidade-e-lgpd/"
"28","Designing Data Models and Transforming Data in SAP Analytics Cloud","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/designing-data-models-and-transforming-data-in-sap-analytics-cloud/"
"28","Riscos e Ameaças em Cibersegurança","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/riscos-e-ameacas-em-ciberseguranca/"
"28","Implementar a segurança de rede no Azure","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/seguranca-de-rede-no-azure/"
"28","Comunicação Assertiva | Princípios da Fonoaudiologia","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/comunicacao-assertiva-principios-da-fonoaudiologia/"
"29","Histórias de origem de código aberto","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/origem-de-codigo-aberto-ibm/"
"29","Cause impacto com a tecnologia do futuro","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/cause-impacto-com-a-tecnologia-do-futuro/"
"29","Implementar a segurança do host de máquina virtual no Azure","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/maquina-virtual-no-azure/"
"29","Trabalhar com os dados relacionais no Azure","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/dados-relacionais-no-azure/"
"29","Foque em pesquisas sobre o local de trabalho","Carreira & Habilidades","Sim","https://www.eucapacito.com.br/cursos/foque-em-pesquisas-sobre-o-local-de-trabalho/"
"29","Programe com o ChatGPT","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/programe-com-o-chatgpt/"
"29","Além da Conservação, rumo à Sustentabilidade","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/alem-da-conservacao-rumo-a-sustentabilidade/"
"29","Ciência de Dados – Primeiros Passos em Estatística","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/ciencia-de-dados-primeiros-passos-em-estatistica/"
"29","Armazenar dados no Azure","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/armazene-dados-no-azure/"
"30","Cause impacto com a nuvem híbrida","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/cause-impacto-com-a-nuvem-hibrida/"
"30","Conceitos básicos de dados do Microsoft Azure: explorar os principais conceitos de dados","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/azure-para-o-engenheiro-de-dados/"
"30","Proteja seus dados em nuvem","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/proteja-seus-dados-em-nuvem/"
"30","Métricas de Inovação","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/metricas-de-inovacao/"
"30","Processamento de dados de grande escala com o Azure Data Lake Storage Gen2","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/azure-data-lake-storage-gen2/"
"30","Implementar a segurança do gerenciamento de recursos no Azure","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/gerenciamento-de-recursos-no-azure/"
"30","Conectar seus serviços","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/conecte-seus-servicos/"
"30","Implante um site com as máquinas virtuais do Azure","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/maquinas-virtuais-do-azure/"
"30","Conceitos básicos de IA do Microsoft Azure: Pesquisa Visual Computacional","Dados & Inteligência Artificial","Sim","https://www.eucapacito.com.br/cursos/pesquisa-visual-computacional-no-microsoft-azure/"
"31","Empreendedorismo na rede de display","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/empreendedorismo-na-rede-de-display/"
"31","Implantar um site no Azure com o Serviço de Aplicativo do Azure","Tecnologia & Programação","Sim","https://www.eucapacito.com.br/cursos/servico-de-aplicativo-do-azure/"
"31","Ecossistema de Inovação e Inovação Aberta","Negócios & Gestão","Sim","https://www.eucapacito.com.br/cursos/ecossistema-de-inovacao-e-inovacao-aberta/"
